"","article","sentence"
"987","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+24","All rights reserved. paper by Peters et al. (2006), highly numerate individuals were shown to draw stronger and more precise affective meaning from numbers."
"988","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+25","In other words, more numerate participants had more precise feelings about the probability of winning a prize and made objectively better choices."
"989","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+26","They based their choices on information about  exact  proportions  (10%),  rather   than   absolute   numbers  (1 chance in 10)."
"990","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+27","Similarly, Petrova, van der Pligt, and Garcia- Retamero (2014) demonstrated that greater numeracy allowed individuals to precisely differentiate emotional reactions to proba- bilities leading to less biased (i.e., closer to linearity) probability weighting."
"991","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+28","Intriguingly, a tendency to use affective information in the decision-making process among highly numerate individuals sometimes led to worse decisions (Peters et al., 2006)."
"992","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+29","Such partic- ipants rated a loss bet (7/36 chance of winning $9, otherwise losing $0.05) as more attractive than a more beneficial no-loss bet (7/36 chance of winning $9)."
"993","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+30","In this case, clear and strong affective reac- tions to number comparisons elicited the inaccurate impression that winning $9, in the context of a small potential loss, was more attractive than winning $9 in isolation."
"994","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+31","What, then, is the function of numeracy in affect-laden judgments and decision making?"
"995","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+32","To the best of our knowledge, there is a dearth of research on the rela- tionship between affect and optimal decision making where numerical abilities are considered as a potential moderator."
"996","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+33","Addi- tionally, little is known about the role of distinct types of affective influences in this relationship."
"997","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+34","For example, according to the emotion-imbued choice model (EIC), which was recently proposed by Lerner, Li, Valdesolo, and Kassam (2015), there are two types of affective influences on decision making: (1) integral emotions that arise from imminent decisions; (e.g., affective reactions to proba- bilities) and (2) incidental emotions—causally unrelated to the decision itself (e.g., mood)."
"998","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+35","In other words, integral affect is manifested in negative or positive feelings about some aspects of   a decision problem that are experienced while making a decision, whereas incidental affect can be defined as positive or negative feelings that are independent of a decision problem but likely to  be misattributed to it."
"999","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+36","In this paper, we extend previous findings and hypothesize that, additionally to the fact that high numeracy individuals are more sensitive to number-related affect, they also have the advantage over less numerate ones in disentangling influences of affective responses that are irrelevant to a decision task."
"1000","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+37","That is,  on  the  one hand, highly numerate people are more sensitive to integral affect elicited by risky prospects."
"1001","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+38","On the other hand, they are likely to reduce the impact of incidental affect which is unrelated directly to risky prospects and thus display a more linear probability weighting."
"1002","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+39","Affect and probability weighting function According to normative decision theory (von Neumann & Morgenstern, 1944), a rational decision maker should prefer an option that maximizes the expected utility—a measure of value which is a result of weighting a function of consequences by objec- tive probabilities and summing these outcomes across alternatives."
"1003","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+40","One of the most influential descriptive theories, based on the expected utility calculus, prospect theory (Kahneman & Tversky, 1979; Tversky & Kahneman, 1992), also posits that individuals subjectively transform probabilities and that this process can be modeled by an inverse S-shaped probability weighting function (PWF; Gonzalez & Wu, 1999; Prelec, 1998)."
"1004","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+41","In the past 20 years, a large amount of evidence has been accumulated to  show that affective and emotional reactions  play a crucial role in decisions under risk and uncertainty (Loewenstein, Weber, Hsee, & Welch, 2001)."
"1005","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+42","Emotions are not only a consequence of choices but also often drive the cognitive processes to arrive at a decision (Damasio, 1994; Slovic, Finucane, Peters, & MacGregor, 2007)."
"1006","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+43","For example, Rottenstreich and Hsee (2001) found that participants were less sensitive to changes in the probability scale in the case of affect-rich (i.e., European vaca- tion) relatively to affect-poor outcomes (i.e., tuition payment)."
"1007","Numeracy moderates the influence of task-irrelevant affect on probability weighting_2016_A+44","This affective decomposition of the PWF was subsequently described in greater detail in studies that demonstrated a decrease in probability discriminability, as a function of outcome’s affective value (neutral vs. affect-rich gift from a grandparent; Petrova et al., 2014)."
